timestamp,episode,deaths,reward,steps,p1_lives,p2_lives,p1_wins,p2_wins,entropy,count_neutral,count_move_left,count_move_right,count_jump,count_light,count_heavy,count_dodge,prob_neutral,prob_move_left,prob_move_right,prob_jump,prob_light,prob_heavy,prob_dodge
2026-04-02 18:50:11,1,21,-1209.10,594,0,19,0,1,1.6792,103,39,57,120,88,125,62,0.1892,0.0732,0.0777,0.2208,0.1426,0.2032,0.0933
2026-04-02 18:56:33,2,20,-1177.00,615,0,20,0,2,1.4672,184,31,14,163,101,105,17,0.2907,0.0362,0.0243,0.2701,0.1674,0.1706,0.0407
2026-04-02 19:05:15,3,20,-1241.00,1144,0,19,0,3,0.8597,684,10,5,113,243,29,60,0.5858,0.0187,0.0095,0.0970,0.2127,0.0285,0.0478
2026-04-02 19:12:57,4,21,-1280.60,1014,0,19,0,4,0.9755,675,5,12,14,261,27,20,0.6734,0.0075,0.0073,0.0074,0.2532,0.0377,0.0136
2026-04-02 19:21:38,5,21,-1226.00,1190,0,19,0,5,0.7019,834,9,2,8,199,121,17,0.6808,0.0072,0.0072,0.0072,0.1856,0.0999,0.0121
2026-04-02 19:30:48,6,20,-1292.10,1493,0,19,0,6,0.3964,1281,15,11,12,74,82,18,0.8627,0.0072,0.0072,0.0072,0.0483,0.0574,0.0101
2026-04-02 19:36:40,7,20,-1509.70,843,0,20,0,7,0.2839,784,8,8,3,17,13,10,0.9327,0.0072,0.0072,0.0071,0.0171,0.0201,0.0087
