timestamp,episode,deaths,reward,steps,p1_lives,p2_lives,p1_wins,p2_wins,entropy,count_neutral,count_move_left,count_move_right,count_jump,count_light,count_heavy,count_dodge,prob_neutral,prob_move_left,prob_move_right,prob_jump,prob_light,prob_heavy,prob_dodge
2026-04-05 13:09:00,1,20,-67.79,296,0,20,0,1,1.8699,37,46,47,41,37,41,47,0.1390,0.1393,0.1478,0.1476,0.1394,0.1454,0.1414
2026-04-05 13:13:43,2,20,-1126.94,316,0,20,0,2,1.5902,36,20,72,29,56,23,80,0.1356,0.0670,0.2171,0.0695,0.1772,0.1027,0.2309
2026-04-05 13:17:21,3,20,-596.37,174,0,20,0,3,1.1101,32,6,91,6,17,5,17,0.2131,0.0273,0.5034,0.0296,0.0968,0.0370,0.0929
2026-04-05 13:20:37,4,20,-1135.31,160,0,20,0,4,0.7130,67,0,83,2,5,2,1,0.4703,0.0103,0.4478,0.0122,0.0314,0.0094,0.0185
2026-04-05 13:25:05,5,20,-983.52,437,0,20,0,5,0.5453,354,3,69,2,4,2,3,0.8113,0.0073,0.1469,0.0078,0.0120,0.0072,0.0075
2026-04-05 13:29:31,6,21,-1158.06,437,0,19,0,6,0.6728,357,1,61,3,7,4,4,0.8254,0.0072,0.1351,0.0074,0.0106,0.0071,0.0072
2026-04-05 13:33:54,7,20,-1330.27,462,0,20,0,7,0.2633,393,6,48,2,7,5,1,0.7995,0.0073,0.1466,0.0079,0.0243,0.0071,0.0072
