timestamp,episode,deaths,reward,steps,p1_lives,p2_lives,p1_wins,p2_wins,entropy,count_neutral,count_move_left,count_move_right,count_jump,count_light,count_heavy,count_dodge,prob_neutral,prob_move_left,prob_move_right,prob_jump,prob_light,prob_heavy,prob_dodge
2026-04-06 20:35:02,34,5,10.20,214,0,5,0,34,1.9019,29,27,15,32,44,46,21,0.1495,0.0989,0.0840,0.1759,0.1532,0.2063,0.1322
2026-04-06 20:36:55,35,5,-17.07,152,0,5,0,35,1.9019,22,16,9,27,21,35,22,0.1493,0.1025,0.0897,0.1725,0.1527,0.1997,0.1337
2026-04-06 20:38:21,36,5,-8.66,102,0,5,0,36,1.9019,19,6,7,10,24,24,12,0.1495,0.1026,0.0897,0.1722,0.1527,0.1996,0.1336
2026-04-06 20:39:53,37,5,-20.64,103,0,5,0,37,1.9019,16,13,10,16,19,13,16,0.1494,0.0986,0.0841,0.1765,0.1529,0.2063,0.1322
2026-04-06 20:41:26,38,5,-12.36,109,0,5,0,38,1.9019,18,13,7,19,14,18,20,0.1495,0.0986,0.0840,0.1763,0.1531,0.2063,0.1323
2026-04-06 20:43:16,39,5,-15.56,142,0,5,0,39,1.9019,17,16,10,32,21,27,19,0.1494,0.0986,0.0840,0.1762,0.1531,0.2064,0.1323
2026-04-06 20:44:52,40,5,-13.13,119,0,5,0,40,1.8823,18,8,8,23,17,31,14,0.1497,0.1003,0.0858,0.1751,0.1524,0.2037,0.1329
2026-04-06 20:46:32,41,5,-9.51,126,0,5,0,41,1.8823,26,17,5,16,26,21,15,0.1709,0.1242,0.0603,0.1548,0.1404,0.2369,0.1125
2026-04-06 20:48:02,42,5,-9.31,100,0,5,0,42,1.8823,15,15,7,14,13,26,10,0.1705,0.1241,0.0599,0.1547,0.1405,0.2377,0.1125
2026-04-06 20:50:01,43,5,-8.76,162,0,5,0,43,1.8823,28,20,10,22,30,38,14,0.1712,0.1231,0.0583,0.1550,0.1403,0.2408,0.1113
2026-04-06 20:52:15,44,5,6.82,183,0,5,0,44,1.8823,25,27,13,22,26,51,19,0.1697,0.1267,0.0659,0.1530,0.1416,0.2274,0.1157
2026-04-06 20:54:16,45,5,-21.23,176,0,5,0,45,1.8823,36,9,15,20,23,51,22,0.1698,0.1261,0.0636,0.1538,0.1411,0.2305,0.1150
2026-04-06 20:56:47,46,5,-3.16,234,0,5,0,46,1.8823,44,23,13,38,38,60,18,0.1714,0.1231,0.0583,0.1549,0.1404,0.2405,0.1114
2026-04-06 20:58:32,47,5,-10.16,146,0,5,0,47,1.8823,36,10,12,21,21,30,16,0.1710,0.1231,0.0584,0.1551,0.1403,0.2406,0.1114
2026-04-06 21:00:00,48,5,-21.36,94,0,5,0,48,1.8694,15,16,5,13,11,21,13,0.1708,0.1231,0.0583,0.1550,0.1404,0.2409,0.1114
2026-04-06 21:01:39,49,5,-4.67,123,0,4,0,49,1.8694,18,16,6,18,25,33,7,0.1568,0.1313,0.0561,0.1361,0.1562,0.2675,0.0960
2026-04-06 21:03:13,50,5,-4.68,110,0,5,0,50,1.8694,19,18,5,9,16,31,12,0.1569,0.1312,0.0561,0.1361,0.1559,0.2678,0.0960
2026-04-06 21:05:33,51,5,-8.81,199,0,5,0,51,1.8694,31,25,14,28,24,60,17,0.1571,0.1321,0.0579,0.1365,0.1553,0.2639,0.0972
2026-04-06 21:07:00,52,5,-5.94,99,0,5,0,52,1.8694,14,11,6,8,18,37,5,0.1566,0.1342,0.0616,0.1366,0.1562,0.2553,0.0996
2026-04-06 21:08:19,53,5,-7.88,75,0,5,0,53,1.8694,8,13,6,10,15,17,6,0.1568,0.1321,0.0580,0.1365,0.1559,0.2633,0.0973
2026-04-06 21:10:06,54,5,3.41,133,0,5,0,54,1.8694,13,17,10,19,22,33,19,0.1570,0.1341,0.0620,0.1370,0.1563,0.2534,0.1002
2026-04-06 21:11:32,55,5,-6.05,88,0,5,0,55,1.8694,10,13,9,7,14,25,10,0.1568,0.1311,0.0560,0.1361,0.1559,0.2681,0.0960
2026-04-06 21:13:01,56,5,-12.51,101,0,5,0,56,1.8341,14,13,5,17,19,29,4,0.1570,0.1312,0.0561,0.1362,0.1559,0.2676,0.0961
2026-04-06 21:29:49,57,5,-2.53,166,0,5,0,57,0.0000,19,23,8,26,29,49,12,0.1331,0.1336,0.0685,0.1239,0.1641,0.2898,0.0870
2026-04-06 21:32:04,58,5,-17.88,184,0,5,0,58,0.0000,22,27,13,15,27,61,19,0.1328,0.1330,0.0677,0.1234,0.1634,0.2939,0.0858
2026-04-06 21:34:27,59,5,-1.63,207,0,5,0,59,0.0000,18,19,10,28,40,72,20,0.1332,0.1335,0.0686,0.1236,0.1637,0.2908,0.0865
2026-04-06 21:35:54,60,5,-11.08,86,0,5,0,60,0.0000,7,22,4,11,13,26,3,0.1304,0.1304,0.0626,0.1217,0.1640,0.3088,0.0820
2026-04-06 21:37:21,61,5,-18.70,91,0,5,0,61,0.0000,11,18,6,9,12,24,11,0.1324,0.1323,0.0663,0.1234,0.1634,0.2970,0.0853
2026-04-06 21:38:40,62,5,-20.07,77,0,5,0,62,0.0000,8,14,5,12,15,17,6,0.1329,0.1333,0.0686,0.1242,0.1641,0.2902,0.0868
2026-04-06 21:41:08,63,5,15.09,225,0,5,0,63,0.0000,43,27,12,33,35,59,16,0.1305,0.1303,0.0626,0.1216,0.1641,0.3089,0.0820
2026-04-06 21:42:39,64,5,-6.06,102,0,5,0,64,1.8233,13,14,5,14,14,32,10,0.1328,0.1333,0.0677,0.1234,0.1637,0.2927,0.0865
2026-04-06 21:44:26,65,5,-1.82,140,0,5,0,65,1.8233,23,14,8,13,35,34,13,0.1452,0.1019,0.0639,0.1186,0.1720,0.3123,0.0861
2026-04-06 21:45:50,66,5,-21.87,91,0,5,0,66,1.8233,15,15,4,12,13,23,9,0.1470,0.1066,0.0701,0.1213,0.1708,0.2935,0.0907
2026-04-06 21:47:11,67,5,-11.11,88,0,5,0,67,1.8233,13,10,4,9,19,26,7,0.1466,0.1066,0.0695,0.1207,0.1709,0.2953,0.0904
2026-04-06 21:49:41,68,5,16.97,235,0,4,0,68,1.8233,48,19,12,27,36,67,26,0.1453,0.1021,0.0639,0.1184,0.1722,0.3122,0.0861
2026-04-06 21:51:44,69,5,-0.45,166,0,5,0,69,1.8233,16,18,12,19,28,59,14,0.1451,0.1019,0.0640,0.1186,0.1719,0.3124,0.0861
2026-04-06 21:54:04,70,5,3.28,210,0,5,0,70,1.8233,33,19,11,18,41,68,20,0.1468,0.1069,0.0697,0.1207,0.1709,0.2944,0.0906
2026-04-06 21:56:16,71,5,-2.23,193,0,5,0,71,1.8233,29,15,10,21,38,62,18,0.1470,0.1067,0.0699,0.1211,0.1708,0.2939,0.0906
2026-04-06 21:58:22,72,5,3.02,173,0,5,0,72,1.8262,22,21,9,26,19,61,15,0.1474,0.1075,0.0713,0.1216,0.1708,0.2895,0.0919
2026-04-06 22:00:06,73,5,-12.13,134,0,5,0,73,1.8262,19,14,10,11,23,44,13,0.1616,0.0922,0.0730,0.1217,0.1738,0.2789,0.0988
2026-04-06 22:03:14,74,5,6.60,292,0,5,0,74,1.8262,41,31,26,37,44,88,25,0.1616,0.0924,0.0730,0.1216,0.1739,0.2785,0.0990
2026-04-06 22:05:12,75,5,-0.50,166,0,5,0,75,1.8262,34,14,11,18,31,41,17,0.1616,0.0878,0.0681,0.1196,0.1746,0.2932,0.0952
2026-04-06 22:06:56,76,5,-7.42,131,0,5,0,76,1.8262,26,15,13,15,23,28,11,0.1616,0.0879,0.0680,0.1195,0.1745,0.2933,0.0952
2026-04-06 22:08:22,77,5,-22.72,102,0,5,0,77,1.8262,16,8,4,13,19,35,7,0.1616,0.0876,0.0680,0.1197,0.1745,0.2933,0.0952
2026-04-06 22:10:45,78,5,-9.58,219,0,5,0,78,1.8262,42,16,15,22,36,68,20,0.1614,0.0880,0.0681,0.1195,0.1748,0.2929,0.0953
2026-04-06 22:12:13,79,5,-21.97,102,0,5,0,79,1.8262,18,13,6,17,19,24,5,0.1617,0.0930,0.0734,0.1217,0.1731,0.2781,0.0990
2026-04-06 22:14:07,80,5,-6.99,158,0,5,0,80,1.8325,26,11,10,18,27,49,17,0.1615,0.0880,0.0681,0.1194,0.1749,0.2927,0.0954
2026-04-06 22:15:53,81,5,-8.53,137,0,5,0,81,1.8325,19,16,7,19,22,37,17,0.1693,0.0819,0.0724,0.1213,0.1729,0.2790,0.1031
2026-04-06 22:17:55,82,5,-12.85,178,0,5,0,82,1.8325,30,13,9,22,35,46,23,0.1696,0.0812,0.0718,0.1211,0.1730,0.2808,0.1025
2026-04-06 22:19:22,83,5,-14.33,99,0,5,0,83,1.8325,19,10,7,8,14,34,7,0.1699,0.0766,0.0669,0.1189,0.1737,0.2948,0.0992
2026-04-06 22:20:56,84,5,-16.08,112,0,5,0,84,1.8325,22,13,9,17,18,24,9,0.1699,0.0767,0.0668,0.1188,0.1737,0.2948,0.0992
2026-04-06 22:22:57,85,5,0.69,172,0,5,0,85,1.8325,36,18,11,21,33,41,12,0.1700,0.0766,0.0668,0.1188,0.1736,0.2949,0.0991
2026-04-06 22:24:09,86,5,-22.69,70,0,5,0,86,1.8325,15,3,11,7,11,17,6,0.1692,0.0812,0.0718,0.1209,0.1728,0.2814,0.1027
2026-04-06 22:26:04,87,5,-12.63,163,0,5,0,87,1.8325,30,11,8,23,31,44,16,0.1696,0.0815,0.0722,0.1210,0.1726,0.2804,0.1027
2026-04-06 22:27:20,88,5,-22.73,83,0,5,0,88,1.7848,22,5,6,7,18,20,5,0.1696,0.0820,0.0727,0.1215,0.1724,0.2788,0.1031
2026-04-06 22:29:34,89,5,-5.62,206,0,5,0,89,1.7848,31,8,13,27,35,70,22,0.1732,0.0621,0.0582,0.1106,0.1750,0.3268,0.0941
2026-04-06 22:31:06,90,5,-20.96,122,0,5,0,90,1.7848,37,9,6,14,12,31,13,0.1731,0.0620,0.0582,0.1106,0.1751,0.3270,0.0941
2026-04-06 22:32:31,91,5,-12.17,100,0,5,0,91,1.7848,15,5,6,14,18,35,7,0.1731,0.0620,0.0581,0.1105,0.1749,0.3274,0.0940
2026-04-06 22:35:00,92,5,-2.36,234,0,5,0,92,1.7848,35,13,14,41,36,76,19,0.1735,0.0635,0.0596,0.1115,0.1744,0.3223,0.0952
2026-04-06 22:36:42,93,5,-17.08,134,0,5,0,93,1.7848,15,5,8,17,24,50,15,0.1732,0.0620,0.0582,0.1105,0.1749,0.3272,0.0940
2026-04-06 22:38:51,94,5,-0.13,194,0,5,0,94,1.7848,34,12,11,18,37,66,16,0.1731,0.0622,0.0582,0.1104,0.1755,0.3267,0.0940
2026-04-06 22:40:16,95,5,-19.60,96,0,5,0,95,1.7848,17,10,6,9,15,28,11,0.1733,0.0619,0.0582,0.1106,0.1748,0.3271,0.0939
2026-04-06 22:42:05,96,5,-14.45,156,0,5,0,96,1.7521,29,7,4,24,32,42,18,0.1731,0.0676,0.0638,0.1135,0.1744,0.3089,0.0986
2026-04-06 22:43:39,97,5,-17.21,125,0,5,0,97,1.7521,22,6,7,10,26,44,10,0.1639,0.0568,0.0570,0.1049,0.1732,0.3505,0.0937
2026-04-06 22:46:30,98,5,-13.32,282,0,5,0,98,1.7521,54,21,13,22,43,106,23,0.1638,0.0570,0.0572,0.1049,0.1735,0.3497,0.0938
2026-04-06 22:48:33,99,5,-6.46,181,0,5,0,99,1.7521,32,11,11,22,23,68,14,0.1639,0.0569,0.0571,0.1049,0.1734,0.3501,0.0938
2026-04-06 22:51:38,100,5,0.22,319,0,5,0,100,1.7521,46,14,13,33,51,131,31,0.1638,0.0572,0.0572,0.1048,0.1737,0.3494,0.0938
2026-04-06 22:55:12,101,6,15.56,367,0,4,0,101,1.7521,49,19,19,45,62,138,35,0.1640,0.0569,0.0571,0.1049,0.1733,0.3502,0.0937
2026-04-06 22:57:37,102,5,2.06,231,0,5,0,102,1.7521,37,11,10,27,40,83,23,0.1648,0.0627,0.0632,0.1089,0.1738,0.3281,0.0987
2026-04-06 22:59:53,103,5,14.51,211,0,5,0,103,1.7521,35,13,7,21,35,82,18,0.1640,0.0569,0.0571,0.1048,0.1733,0.3502,0.0938
2026-04-06 23:02:55,104,6,8.11,286,0,4,0,104,1.7819,37,18,19,20,52,113,27,0.1637,0.0569,0.0572,0.1050,0.1735,0.3499,0.0939
2026-04-06 23:04:29,105,5,-20.73,119,0,5,0,105,1.7819,14,9,7,22,23,30,14,0.1590,0.0698,0.0729,0.1133,0.1715,0.3058,0.1077
2026-04-06 23:06:35,106,5,7.33,185,0,5,0,106,1.7819,33,11,12,25,21,62,21,0.1587,0.0695,0.0721,0.1128,0.1711,0.3086,0.1073
2026-04-06 23:08:19,107,5,-20.75,136,0,5,0,107,1.7819,15,6,11,14,24,45,21,0.1581,0.0661,0.0688,0.1114,0.1712,0.3197,0.1048
2026-04-06 23:10:56,108,5,-6.66,251,0,5,0,108,1.7819,40,14,17,31,45,74,30,0.1578,0.0646,0.0674,0.1104,0.1718,0.3242,0.1038
2026-04-06 23:13:24,109,5,-14.11,228,0,5,0,109,1.7819,46,21,13,24,37,65,22,0.1587,0.0694,0.0721,0.1129,0.1713,0.3083,0.1073
2026-04-06 23:16:07,110,5,10.09,254,0,5,0,110,1.7819,41,18,22,33,36,80,24,0.1585,0.0698,0.0725,0.1133,0.1715,0.3070,0.1075
2026-04-06 23:17:41,111,5,-23.57,114,0,5,0,111,1.7819,17,13,5,13,21,34,11,0.1576,0.0645,0.0673,0.1104,0.1716,0.3248,0.1037
2026-04-06 23:19:11,112,5,-10.84,100,0,5,0,112,1.8034,13,6,12,11,25,23,10,0.1578,0.0646,0.0674,0.1104,0.1717,0.3243,0.1038
2026-04-06 23:20:36,113,5,-24.47,101,0,5,0,113,1.8034,19,7,8,7,11,37,12,0.1679,0.0682,0.0682,0.1101,0.1437,0.3315,0.1104
2026-04-06 23:23:06,114,5,11.05,231,0,5,0,114,1.8034,40,12,23,28,42,66,20,0.1681,0.0684,0.0683,0.1099,0.1441,0.3307,0.1104
2026-04-06 23:25:43,115,5,-1.09,247,0,5,0,115,1.8034,33,18,13,31,39,89,24,0.1678,0.0684,0.0682,0.1098,0.1440,0.3315,0.1103
2026-04-06 23:27:10,116,5,-9.69,103,0,5,0,116,1.8034,20,8,6,10,15,32,12,0.1679,0.0682,0.0681,0.1099,0.1438,0.3317,0.1103
2026-04-06 23:28:58,117,5,-19.31,150,0,5,0,117,1.8034,28,9,8,17,19,50,19,0.1678,0.0683,0.0683,0.1099,0.1440,0.3312,0.1104
2026-04-06 23:31:06,118,5,-6.03,191,0,5,0,118,1.8034,39,15,11,22,27,53,24,0.1679,0.0683,0.0682,0.1100,0.1439,0.3311,0.1105
2026-04-06 23:33:19,119,5,5.58,204,0,5,0,119,1.8034,43,17,8,22,30,71,13,0.1679,0.0736,0.0732,0.1126,0.1455,0.3136,0.1136
2026-04-06 23:35:41,120,5,1.96,221,0,5,0,120,1.8066,37,11,12,28,38,69,26,0.1679,0.0683,0.0682,0.1100,0.1439,0.3312,0.1104
2026-04-06 23:37:45,121,5,-14.21,185,0,5,0,121,1.8066,31,8,12,23,25,61,25,0.1743,0.0725,0.0708,0.1122,0.1319,0.3231,0.1151
2026-04-06 23:39:12,122,5,-23.72,100,0,5,0,122,1.8066,14,7,9,11,13,39,7,0.1740,0.0726,0.0708,0.1123,0.1321,0.3229,0.1153
2026-04-06 23:41:40,123,5,5.86,234,0,5,0,123,1.8066,36,13,13,29,35,84,24,0.1743,0.0726,0.0707,0.1121,0.1320,0.3230,0.1152
2026-04-06 23:43:51,124,5,9.78,193,0,5,0,124,1.8066,34,11,17,16,30,66,19,0.1742,0.0729,0.0709,0.1122,0.1322,0.3225,0.1152
2026-04-06 23:46:16,125,5,-2.66,216,0,5,0,125,1.8066,39,19,19,23,34,65,17,0.1744,0.0727,0.0709,0.1121,0.1322,0.3226,0.1151
2026-04-06 23:48:21,126,5,-1.52,179,0,5,0,126,1.8066,27,11,14,24,30,55,18,0.1741,0.0727,0.0708,0.1121,0.1319,0.3231,0.1152
2026-04-06 23:50:26,127,5,-9.65,177,0,5,0,127,1.8066,26,12,14,19,28,53,25,0.1743,0.0772,0.0754,0.1145,0.1339,0.3065,0.1181
2026-04-06 23:53:00,128,5,6.54,250,0,5,0,128,1.8273,52,13,15,28,34,73,35,0.1740,0.0775,0.0758,0.1148,0.1339,0.3057,0.1182
2026-04-06 23:54:30,129,5,-3.18,114,0,5,0,129,1.8273,20,6,8,16,11,34,19,0.1751,0.0773,0.0743,0.1148,0.1280,0.3087,0.1218
2026-04-06 23:56:28,130,5,-10.38,165,0,5,0,130,1.8273,32,12,15,18,22,49,17,0.1745,0.0815,0.0789,0.1172,0.1297,0.2942,0.1241
2026-04-06 23:58:20,131,5,-1.23,150,0,5,0,131,1.8273,27,12,14,14,18,45,20,0.1746,0.0813,0.0782,0.1168,0.1296,0.2954,0.1241
2026-04-07 00:00:27,132,5,-10.35,193,0,5,0,132,1.8273,42,13,10,13,32,67,16,0.1753,0.0773,0.0743,0.1148,0.1281,0.3085,0.1219
2026-04-07 00:02:34,133,5,-7.39,191,0,5,0,133,1.8273,37,9,14,24,21,61,25,0.1745,0.0808,0.0779,0.1167,0.1296,0.2967,0.1239
2026-04-07 00:04:09,134,5,-20.10,114,0,5,0,134,1.8273,24,12,11,14,15,26,12,0.1751,0.0771,0.0742,0.1149,0.1278,0.3093,0.1217
2026-04-07 00:05:55,135,5,-1.43,139,0,5,0,135,1.8273,21,13,8,15,14,44,24,0.1746,0.0808,0.0778,0.1166,0.1296,0.2966,0.1239
2026-04-07 00:08:30,136,5,5.65,243,0,5,0,136,1.8154,45,17,17,25,41,71,27,0.1751,0.0773,0.0741,0.1147,0.1278,0.3093,0.1217
2026-04-07 00:10:16,137,5,-18.30,140,0,5,0,137,1.8154,24,14,10,16,18,40,18,0.1735,0.0806,0.0729,0.1020,0.1380,0.3240,0.1090
2026-04-07 00:12:05,138,5,-2.29,141,0,5,0,138,1.8154,23,14,14,13,14,53,10,0.1736,0.0808,0.0729,0.1019,0.1380,0.3240,0.1089
2026-04-07 00:14:00,139,5,-18.03,170,0,5,0,139,1.8154,45,12,7,13,23,55,15,0.1734,0.0841,0.0765,0.1042,0.1393,0.3109,0.1116
2026-04-07 00:15:18,140,5,-10.73,82,0,5,0,140,1.8154,15,9,7,9,13,21,8,0.1735,0.0807,0.0728,0.1019,0.1378,0.3243,0.1089
2026-04-07 00:16:41,141,5,-9.64,94,0,5,0,141,1.8154,21,7,8,10,8,26,14,0.1736,0.0806,0.0728,0.1019,0.1378,0.3244,0.1089
2026-04-07 00:18:28,142,5,-18.46,136,0,5,0,142,1.8154,18,9,16,10,22,45,16,0.1736,0.0806,0.0729,0.1020,0.1380,0.3239,0.1090
2026-04-07 00:20:24,143,5,3.28,166,0,5,0,143,1.8154,23,5,14,22,21,63,18,0.1736,0.0807,0.0728,0.1019,0.1380,0.3241,0.1090
2026-04-07 00:22:18,144,5,-11.53,148,0,5,0,144,1.7643,23,16,12,13,22,46,16,0.1736,0.0807,0.0729,0.1020,0.1379,0.3241,0.1089
2026-04-07 00:23:57,145,5,-13.61,133,0,5,0,145,1.7643,27,14,2,8,19,49,14,0.1705,0.0768,0.0627,0.0815,0.1514,0.3703,0.0869
2026-04-07 00:27:12,146,5,7.54,318,0,5,0,146,1.7643,46,30,19,18,58,118,29,0.1715,0.0807,0.0662,0.0840,0.1528,0.3546,0.0903
2026-04-07 00:29:03,147,5,-18.50,153,0,5,0,147,1.7643,29,7,15,17,26,43,16,0.1704,0.0768,0.0626,0.0814,0.1515,0.3705,0.0869
2026-04-07 00:31:08,148,5,1.69,181,0,5,0,148,1.7643,37,14,13,10,30,68,9,0.1704,0.0770,0.0626,0.0815,0.1515,0.3701,0.0869
2026-04-07 00:32:21,149,5,-18.10,73,0,5,0,149,1.7643,9,7,4,4,13,30,6,0.1706,0.0767,0.0627,0.0815,0.1513,0.3703,0.0869
2026-04-07 00:34:45,150,5,7.28,213,0,5,0,150,1.7643,31,22,12,23,30,77,18,0.1704,0.0770,0.0626,0.0814,0.1516,0.3699,0.0870
2026-04-07 00:36:16,151,5,-12.26,112,0,5,0,151,1.7643,17,10,4,12,23,38,8,0.1721,0.0803,0.0663,0.0839,0.1530,0.3540,0.0904
2026-04-07 00:37:45,152,5,-8.37,105,0,5,0,152,1.6859,15,8,6,9,15,38,14,0.1704,0.0767,0.0625,0.0814,0.1512,0.3710,0.0868
2026-04-07 00:39:17,153,5,-9.03,112,0,5,0,153,1.6859,15,6,10,7,22,45,7,0.1713,0.0746,0.0543,0.0679,0.1614,0.3966,0.0738
2026-04-07 00:41:16,154,5,-14.93,166,0,5,0,154,1.6859,23,14,9,11,33,63,13,0.1727,0.0787,0.0588,0.0717,0.1632,0.3768,0.0781
2026-04-07 00:43:44,155,5,-3.98,230,0,5,0,155,1.6859,32,13,13,14,42,88,28,0.1710,0.0747,0.0543,0.0679,0.1615,0.3969,0.0737
2026-04-07 00:45:38,156,5,-2.80,170,0,5,0,156,1.6859,34,9,6,5,23,79,14,0.1712,0.0747,0.0544,0.0679,0.1615,0.3964,0.0739
2026-04-07 00:48:53,157,6,2.31,324,0,4,0,157,1.6859,58,24,15,25,48,124,30,0.1714,0.0754,0.0553,0.0689,0.1619,0.3925,0.0747
2026-04-07 00:50:50,158,5,-8.80,157,0,5,0,158,1.6859,22,13,14,9,27,61,11,0.1716,0.0749,0.0547,0.0683,0.1614,0.3949,0.0741
2026-04-07 00:53:23,159,5,4.74,247,0,5,0,159,1.6859,41,15,12,12,44,101,22,0.1713,0.0747,0.0545,0.0680,0.1618,0.3956,0.0740
2026-04-07 00:55:06,160,5,-9.66,133,0,5,0,160,1.7322,20,11,5,15,16,56,10,0.1712,0.0746,0.0544,0.0680,0.1616,0.3963,0.0739
