timestamp,episode,reward,entropy,loss,steps,deaths,p1_lives,p2_lives,p1_wins,p2_wins,r_damage_dealt,r_damage_taken,r_time_penalty,r_offstage_penalty,r_suicide_penalty,r_death_penalty,r_kill_reward,count_neutral,count_move_left,count_move_right,count_jump,count_light,count_heavy,count_dodge,count_left_heavy,count_right_heavy,count_left_light,count_right_light,prob_neutral,prob_move_left,prob_move_right,prob_jump,prob_light,prob_heavy,prob_dodge,prob_left_heavy,prob_right_heavy,prob_left_light,prob_right_light
2026-04-09 03:26:22,170,-88.52,2.295532,183.629013,303,17,0,13,0,170,47.60,-38.92,0.00,-22.20,-150.00,-45.00,30.00,14,14,23,40,81,8,28,27,24,25,19,0.0561,0.0572,0.0655,0.0823,0.1867,0.0631,0.0639,0.1060,0.0959,0.1295,0.0939
2026-04-09 03:33:06,171,-43.30,2.295532,183.629013,336,16,0,13,0,171,57.25,-39.75,0.00,-25.80,-150.00,-45.00,40.00,21,22,22,37,79,17,20,22,24,37,35,0.0811,0.0000,0.1017,0.1203,0.3052,0.0000,0.1013,0.0000,0.1462,0.0000,0.1441
2026-04-09 03:38:17,172,-35.68,2.295552,162.865936,239,16,0,13,0,172,47.75,-37.83,0.00,-30.60,-130.00,-45.00,40.00,20,8,12,15,59,10,23,24,24,22,22,0.0530,0.0532,0.0646,0.0779,0.2025,0.0595,0.0613,0.1049,0.0965,0.1336,0.0930
2026-04-09 03:44:31,173,-1.73,2.295552,162.865936,293,17,0,13,0,173,55.65,-38.97,0.00,-23.40,-150.00,-45.00,50.00,22,15,20,24,76,3,18,27,27,34,27,0.0805,0.0816,0.0000,0.1182,0.2744,0.0000,0.0960,0.1576,0.0000,0.1917,0.0000
2026-04-09 03:52:13,174,166.35,2.295552,162.865936,396,17,0,13,0,174,64.50,-40.35,0.00,-22.80,-150.00,-45.00,90.00,27,20,20,42,103,14,32,32,31,41,34,0.0761,0.0000,0.0976,0.1157,0.3285,0.0000,0.0963,0.0000,0.1421,0.0000,0.1437
2026-04-09 03:59:44,175,-89.85,2.295552,162.865936,388,16,0,13,0,175,57.20,-38.45,0.00,-33.60,-150.00,-45.00,30.00,31,25,17,43,90,13,29,34,32,37,37,0.0573,0.0573,0.0654,0.0812,0.1839,0.0632,0.0667,0.1070,0.0971,0.1290,0.0920
2026-04-09 04:06:56,176,-5.62,2.292957,181.374802,352,17,0,13,0,176,57.15,-41.38,0.00,-26.40,-150.00,-45.00,50.00,21,14,27,38,80,14,21,34,26,42,35,0.0773,0.0785,0.0000,0.1145,0.2838,0.0000,0.0978,0.1561,0.0000,0.1920,0.0000
2026-04-09 04:13:07,177,-141.80,2.292957,181.374802,309,17,0,13,0,177,38.90,-39.90,0.00,-25.80,-150.00,-45.00,20.00,20,6,19,46,89,12,22,25,13,30,27,0.0514,0.0512,0.0639,0.0771,0.2120,0.0610,0.0655,0.1020,0.0940,0.1279,0.0939
2026-04-09 04:21:07,178,127.38,2.292957,181.374802,411,17,0,13,0,178,69.30,-40.52,0.00,-26.40,-150.00,-45.00,80.00,30,18,26,43,97,11,34,35,35,50,32,0.0779,0.0772,0.0000,0.1112,0.2877,0.0000,0.0972,0.1564,0.0000,0.1924,0.0000
2026-04-09 04:26:04,179,-133.85,2.292957,181.374802,224,16,0,13,0,179,36.15,-39.40,0.00,-15.60,-150.00,-45.00,20.00,15,13,14,19,64,2,13,14,19,30,21,0.0742,0.0747,0.0000,0.1121,0.3052,0.0000,0.0949,0.1511,0.0000,0.1879,0.0000
2026-04-09 04:32:42,180,-43.58,2.285697,182.085632,323,17,0,12,0,180,45.55,-39.52,0.00,-24.60,-140.00,-45.00,40.00,18,15,17,30,76,13,36,35,29,28,26,0.0495,0.0496,0.0629,0.0762,0.2222,0.0594,0.0609,0.1001,0.0930,0.1311,0.0949
2026-04-09 04:38:41,181,-135.67,2.285697,182.085632,285,16,0,13,0,181,37.95,-40.03,0.00,-18.60,-150.00,-45.00,20.00,11,12,15,24,82,9,27,25,19,32,29,0.0521,0.0521,0.0638,0.0780,0.2094,0.0609,0.0666,0.1030,0.0941,0.1270,0.0931
2026-04-09 04:46:01,182,78.05,2.285697,182.085632,374,17,0,12,0,182,63.70,-41.25,0.00,-29.40,-150.00,-45.00,70.00,22,11,21,43,107,11,29,33,27,34,36,0.0549,0.0542,0.0645,0.0816,0.2011,0.0597,0.0641,0.1017,0.0966,0.1265,0.0951
2026-04-09 04:52:06,183,-134.52,2.285697,182.085632,288,16,0,13,0,183,45.05,-39.98,0.00,-24.60,-150.00,-45.00,20.00,18,10,19,21,71,9,22,24,31,40,23,0.0560,0.0557,0.0646,0.0815,0.1964,0.0603,0.0654,0.1036,0.0962,0.1259,0.0943
2026-04-09 04:57:12,184,-96.67,2.284506,147.215530,226,16,0,14,0,184,44.75,-38.82,0.00,-27.60,-150.00,-45.00,30.00,15,6,15,21,56,2,14,19,23,34,21,0.0521,0.0512,0.0631,0.0794,0.2162,0.0568,0.0612,0.1016,0.0953,0.1279,0.0952
2026-04-09 05:03:11,185,-169.15,2.284506,147.215530,304,15,0,14,0,185,41.25,-38.40,0.00,-27.00,-140.00,-45.00,10.00,25,11,18,36,82,13,17,32,21,28,21,0.0569,0.0565,0.0645,0.0819,0.1948,0.0601,0.0665,0.1046,0.0960,0.1249,0.0935
2026-04-09 05:09:16,186,120.88,2.284506,147.215530,294,15,0,14,0,186,62.25,-38.77,0.00,-27.60,-150.00,-45.00,80.00,14,11,21,26,65,12,33,25,26,31,30,0.0855,0.0872,0.0000,0.1219,0.2641,0.0000,0.0940,0.1580,0.0000,0.1893,0.0000
2026-04-09 05:15:32,187,-5.35,2.284506,147.215530,297,16,0,14,0,187,55.85,-39.80,0.00,-26.40,-150.00,-45.00,50.00,14,16,18,25,74,4,27,33,31,33,22,0.0582,0.0585,0.0648,0.0811,0.1897,0.0605,0.0679,0.1049,0.0960,0.1244,0.0941
2026-04-09 05:20:51,188,-76.30,2.283417,204.412628,250,17,0,13,0,188,54.10,-38.60,0.00,-16.80,-150.00,-45.00,30.00,18,12,15,28,74,7,12,14,25,25,20,0.0561,0.0558,0.0646,0.0834,0.1979,0.0600,0.0656,0.1026,0.0956,0.1230,0.0953
2026-04-09 05:26:45,189,-80.20,2.283417,204.412628,282,16,0,13,0,189,59.30,-39.30,0.00,-25.20,-150.00,-45.00,30.00,14,11,18,24,87,10,16,22,28,33,19,0.0514,0.0515,0.0630,0.0791,0.2145,0.0587,0.0655,0.1021,0.0944,0.1264,0.0934
2026-04-09 05:32:30,190,-126.22,2.283417,204.412628,262,16,0,14,0,190,42.25,-38.88,0.00,-24.60,-140.00,-45.00,20.00,17,8,13,24,62,9,15,24,30,32,28,0.0567,0.0560,0.0646,0.0829,0.1953,0.0599,0.0670,0.1043,0.0964,0.1237,0.0933
2026-04-09 05:39:00,191,-78.92,2.283417,204.412628,313,16,0,13,0,191,56.00,-38.92,0.00,-21.00,-150.00,-45.00,30.00,18,15,18,32,70,9,27,26,32,43,23,0.0517,0.0518,0.0632,0.0793,0.2130,0.0591,0.0669,0.1020,0.0945,0.1246,0.0938
2026-04-09 05:45:11,192,-83.52,2.277248,146.577393,290,16,0,14,0,192,51.05,-39.18,0.00,-20.40,-150.00,-45.00,30.00,14,17,14,24,73,9,20,32,27,34,26,0.0522,0.0523,0.0636,0.0795,0.2097,0.0597,0.0678,0.1027,0.0946,0.1242,0.0936
2026-04-09 05:54:56,193,-82.12,2.277248,146.577393,504,18,0,12,0,193,50.95,-42.88,0.00,-25.20,-140.00,-45.00,30.00,20,22,28,51,147,16,34,49,41,46,50,0.0717,0.0717,0.0000,0.1126,0.3286,0.0000,0.0934,0.1436,0.0000,0.1785,0.0000
2026-04-09 06:00:30,194,-115.80,2.277248,146.577393,252,16,0,13,0,194,56.55,-38.15,0.00,-19.20,-150.00,-45.00,20.00,11,12,20,18,60,8,22,22,29,27,23,0.0558,0.0554,0.0646,0.0848,0.1986,0.0595,0.0665,0.1021,0.0963,0.1210,0.0954
2026-04-09 06:08:21,195,9.00,2.277248,146.577393,396,18,0,12,0,195,60.70,-40.30,0.00,-26.40,-140.00,-45.00,50.00,26,15,23,34,108,13,32,29,43,42,31,0.0528,0.0529,0.0646,0.0799,0.2090,0.0604,0.0686,0.1001,0.0949,0.1222,0.0945
2026-04-09 06:15:21,196,-8.65,2.275726,148.680969,339,16,0,13,0,196,53.35,-40.00,0.00,-27.00,-150.00,-45.00,50.00,12,12,20,42,78,9,31,30,35,40,30,0.0527,0.0529,0.0646,0.0802,0.2086,0.0602,0.0689,0.0999,0.0951,0.1216,0.0952
2026-04-09 06:22:26,197,-73.75,2.275726,148.680969,348,18,0,12,0,197,46.30,-40.45,0.00,-24.60,-130.00,-45.00,30.00,22,12,23,35,86,10,31,26,31,41,31,0.0505,0.0503,0.0628,0.0789,0.2235,0.0567,0.0654,0.0993,0.0951,0.1235,0.0941
2026-04-09 06:29:18,198,-133.42,2.275726,148.680969,346,16,0,13,0,198,49.15,-40.58,0.00,-27.00,-150.00,-45.00,20.00,25,9,15,28,109,8,23,27,30,38,34,0.0745,0.0743,0.0000,0.1155,0.3129,0.0000,0.0982,0.1470,0.0000,0.1776,0.0000
2026-04-09 06:36:21,199,-32.55,2.275726,148.680969,347,18,0,12,0,199,63.40,-40.55,0.00,-20.40,-150.00,-45.00,40.00,19,22,18,36,90,11,28,37,33,24,29,0.0542,0.0531,0.0645,0.0831,0.2086,0.0571,0.0651,0.0989,0.0980,0.1213,0.0960
2026-04-09 06:47:21,200,-3.58,2.278070,126.711700,586,19,0,11,0,200,75.60,-41.98,0.00,-22.20,-130.00,-45.00,40.00,36,21,41,59,150,20,46,63,46,52,52,0.0777,0.0774,0.0000,0.1185,0.3008,0.0000,0.0987,0.1469,0.0000,0.1800,0.0000
2026-04-09 06:55:13,201,-24.55,2.278070,126.711700,390,18,0,12,0,201,62.20,-38.35,0.00,-23.40,-140.00,-45.00,40.00,20,17,23,38,100,16,29,40,37,39,31,0.0699,0.0692,0.0000,0.1114,0.3409,0.0000,0.0919,0.1410,0.0000,0.1757,0.0000
2026-04-09 07:00:46,202,85.65,2.278070,126.711700,260,16,0,14,0,202,65.05,-38.00,0.00,-26.40,-150.00,-45.00,70.00,17,14,8,24,70,9,18,26,26,27,21,0.0562,0.0548,0.0649,0.0834,0.2012,0.0578,0.0679,0.1022,0.0984,0.1201,0.0932
2026-04-09 07:09:48,203,229.45,2.278070,126.711700,477,19,0,10,0,203,77.40,-39.55,0.00,-26.40,-140.00,-42.00,100.00,33,16,43,53,124,11,35,41,42,50,29,0.0949,0.0000,0.1050,0.1354,0.2688,0.0000,0.1046,0.0000,0.1414,0.0000,0.1499
2026-04-09 07:17:06,204,-14.28,2.275881,213.177719,373,16,0,13,0,204,47.85,-40.12,0.00,-27.00,-150.00,-45.00,50.00,22,12,21,40,107,9,30,33,22,40,37,0.0523,0.0517,0.0643,0.0802,0.2141,0.0579,0.0692,0.0995,0.0969,0.1198,0.0940
2026-04-09 07:24:26,205,52.80,2.275881,213.177719,366,18,0,12,0,205,63.85,-41.45,0.00,-24.60,-140.00,-45.00,60.00,21,14,14,37,113,9,26,32,24,39,37,0.0547,0.0526,0.0654,0.0835,0.2108,0.0559,0.0661,0.0981,0.0994,0.1189,0.0945
2026-04-09 07:30:53,206,-68.02,2.275881,213.177719,315,17,0,13,0,206,66.10,-41.13,0.00,-18.00,-150.00,-45.00,30.00,20,11,20,25,91,9,23,37,26,29,24,0.0756,0.0000,0.0956,0.1164,0.3307,0.0000,0.1008,0.0000,0.1422,0.0000,0.1386
2026-04-09 07:37:00,207,45.62,2.275881,213.177719,289,16,0,13,0,207,62.45,-38.42,0.00,-23.40,-150.00,-45.00,60.00,15,8,12,20,82,8,27,21,38,35,23,0.0763,0.0000,0.0962,0.1173,0.3266,0.0000,0.1018,0.0000,0.1427,0.0000,0.1391
2026-04-09 07:41:54,208,-93.25,2.272242,243.471802,218,16,0,14,0,208,47.35,-38.60,0.00,-27.00,-150.00,-45.00,30.00,11,11,12,20,63,3,16,19,26,22,15,0.0935,0.0000,0.1056,0.1318,0.2715,0.0000,0.1090,0.0000,0.1484,0.0000,0.1401
2026-04-09 07:47:39,209,-92.88,2.272242,243.471802,271,17,0,13,0,209,48.80,-40.28,0.00,-26.40,-150.00,-45.00,30.00,12,9,14,22,87,12,20,18,18,34,25,0.0729,0.0701,0.0000,0.1138,0.3326,0.0000,0.0975,0.1420,0.0000,0.1711,0.0000
2026-04-09 07:52:52,210,-86.97,2.272242,243.471802,235,16,0,14,0,210,50.40,-38.97,0.00,-23.40,-150.00,-45.00,30.00,11,11,12,17,68,5,18,23,31,19,20,0.0502,0.0482,0.0634,0.0782,0.2333,0.0542,0.0676,0.0978,0.0976,0.1179,0.0915
2026-04-09 08:01:25,211,-99.02,2.272242,243.471802,450,18,0,12,0,211,51.40,-40.02,0.00,-35.40,-150.00,-45.00,30.00,29,12,21,57,123,13,43,38,43,45,26,0.0522,0.0501,0.0647,0.0800,0.2228,0.0562,0.0691,0.0969,0.0980,0.1173,0.0926
2026-04-09 08:19:34,209,180.28,0.000000,0.000000,894,21,0,8,0,209,80.50,-47.23,0.00,-18.00,-110.00,-45.00,80.00,63,27,48,95,271,14,81,74,65,85,71,0.0773,0.0000,0.0968,0.1174,0.3288,0.0000,0.0991,0.0000,0.1408,0.0000,0.1397
2026-04-09 08:35:48,210,345.10,0.000000,0.000000,907,22,0,8,0,210,94.35,-46.05,0.00,-28.20,-110.00,-45.00,120.00,56,34,48,92,275,10,92,78,68,81,73,0.0568,0.0545,0.0674,0.0833,0.1996,0.0610,0.0711,0.0960,0.0985,0.1180,0.0937
2026-04-09 08:50:44,211,253.27,0.000000,0.000000,846,21,0,9,0,211,79.30,-46.43,0.00,-24.60,-110.00,-45.00,100.00,59,35,60,101,249,4,76,62,63,81,56,0.0778,0.0749,0.0000,0.1162,0.3190,0.0000,0.0998,0.1404,0.0000,0.1719,0.0000
2026-04-09 09:13:35,212,485.97,2.277332,125.591629,1300,27,0,3,0,212,124.15,-47.38,0.00,-25.80,-80.00,-45.00,140.00,79,47,82,137,395,18,111,109,114,120,88,0.0908,0.0883,0.0000,0.1290,0.2698,0.0000,0.1018,0.1423,0.0000,0.1780,0.0000
2026-04-09 09:38:51,213,504.17,2.277332,125.591629,1469,29,0,1,0,213,100.75,-54.97,0.00,-36.60,-60.00,-45.00,150.00,104,50,74,164,443,19,122,116,129,137,111,0.0807,0.0797,0.0000,0.1229,0.3049,0.0000,0.0922,0.1382,0.0000,0.1814,0.0000
2026-04-09 09:57:12,214,245.05,2.277332,125.591629,1062,23,0,7,0,214,89.90,-43.45,0.00,-26.40,-90.00,-45.00,90.00,72,39,67,110,333,15,90,80,84,102,70,0.0836,0.0814,0.0000,0.1236,0.2897,0.0000,0.0983,0.1444,0.0000,0.1790,0.0000
2026-04-09 10:15:57,215,358.27,2.277332,125.591629,1082,25,0,5,0,215,116.50,-51.63,0.00,-21.60,-120.00,-45.00,120.00,69,39,56,94,362,15,106,76,82,107,76,0.0782,0.0754,0.0000,0.1199,0.3212,0.0000,0.0962,0.1353,0.0000,0.1739,0.0000
2026-04-09 10:35:32,216,372.57,2.271391,120.778893,1129,26,0,4,0,216,118.50,-52.73,0.00,-28.20,-100.00,-45.00,120.00,72,27,43,143,360,17,103,76,83,119,86,0.0772,0.0741,0.0000,0.1192,0.3306,0.0000,0.0984,0.1319,0.0000,0.1688,0.0000
2026-04-09 10:53:54,217,331.15,2.271391,120.778893,1038,24,0,6,0,217,100.90,-49.35,0.00,-35.40,-120.00,-45.00,120.00,64,49,44,92,327,17,89,87,99,92,78,0.0552,0.0522,0.0653,0.0830,0.2188,0.0567,0.0706,0.0928,0.0979,0.1148,0.0927
2026-04-09 11:18:42,218,635.30,2.271391,120.778893,1442,28,0,2,0,218,133.65,-53.35,0.00,-30.00,-90.00,-45.00,180.00,76,64,75,136,481,13,134,111,118,132,102,0.0933,0.0915,0.0000,0.1328,0.2641,0.0000,0.0995,0.1427,0.0000,0.1761,0.0000
2026-04-09 11:43:34,219,370.30,2.271391,120.778893,1466,27,0,3,0,219,110.10,-63.60,0.00,-31.20,-120.00,-45.00,130.00,96,50,79,166,456,18,134,104,108,143,112,0.0719,0.0000,0.0912,0.1140,0.3554,0.0000,0.0930,0.0000,0.1377,0.0000,0.1368
2026-04-09 12:02:50,220,330.67,2.265003,126.910683,1133,24,0,6,0,220,108.45,-51.58,0.00,-31.20,-130.00,-45.00,120.00,84,47,65,133,352,9,98,76,95,102,72,0.0879,0.0849,0.0000,0.1282,0.2823,0.0000,0.0963,0.1425,0.0000,0.1778,0.0000
2026-04-09 12:21:53,221,307.95,2.265003,126.910683,1126,24,0,6,0,221,94.15,-48.80,0.00,-32.40,-100.00,-45.00,110.00,72,41,63,109,386,14,117,72,76,98,78,0.0786,0.0742,0.0000,0.1195,0.3221,0.0000,0.0978,0.1371,0.0000,0.1708,0.0000
2026-04-09 12:37:47,222,126.27,2.265003,126.910683,920,22,0,8,0,222,82.35,-49.87,0.00,-31.20,-110.00,-45.00,70.00,57,33,42,110,310,10,78,49,66,96,69,0.0728,0.0681,0.0000,0.1138,0.3514,0.0000,0.0967,0.1330,0.0000,0.1642,0.0000
2026-04-09 12:59:16,223,246.97,2.265003,126.910683,1274,24,0,6,0,223,99.20,-51.83,0.00,-35.40,-120.00,-45.00,100.00,95,43,63,128,426,9,114,98,94,115,89,0.0792,0.0000,0.0946,0.1185,0.3285,0.0000,0.1017,0.0000,0.1425,0.0000,0.1349
2026-04-09 13:20:15,224,345.32,2.252518,103.295616,1232,25,0,5,0,224,96.55,-50.23,0.00,-36.00,-100.00,-45.00,120.00,80,42,60,135,413,12,107,104,93,101,85,0.0786,0.0000,0.0931,0.1206,0.3324,0.0000,0.0947,0.0000,0.1441,0.0000,0.1365
2026-04-09 13:42:27,225,286.53,2.252518,103.295616,1328,24,0,5,0,225,96.80,-57.47,0.00,-34.80,-110.00,-48.00,110.00,85,44,77,144,465,13,109,100,97,110,84,0.0797,0.0000,0.0923,0.1189,0.3304,0.0000,0.1027,0.0000,0.1432,0.0000,0.1329
2026-04-09 14:00:39,226,288.68,2.252518,103.295616,1036,23,0,7,0,226,93.20,-48.92,0.00,-30.60,-120.00,-45.00,110.00,75,29,45,98,336,9,84,79,95,109,77,0.0866,0.0818,0.0000,0.1251,0.2970,0.0000,0.0968,0.1411,0.0000,0.1715,0.0000
2026-04-09 14:25:18,227,505.35,2.252518,103.295616,1466,26,0,4,0,227,121.65,-54.10,0.00,-34.20,-80.00,-48.00,150.00,102,41,82,140,476,21,150,122,122,124,86,0.0843,0.0783,0.0000,0.1233,0.3042,0.0000,0.1005,0.1382,0.0000,0.1712,0.0000
2026-04-09 14:48:32,228,344.30,2.244355,104.458748,1380,26,0,4,0,228,108.45,-53.75,0.00,-35.40,-110.00,-45.00,120.00,106,55,63,142,440,14,128,105,105,125,97,0.0730,0.0664,0.0000,0.1106,0.3579,0.0000,0.0933,0.1317,0.0000,0.1671,0.0000
2026-04-09 15:11:08,229,512.70,2.244355,104.458748,1344,26,0,4,0,229,113.65,-49.95,0.00,-36.00,-110.00,-45.00,160.00,84,47,65,161,447,10,134,86,99,121,90,0.0799,0.0721,0.0000,0.1190,0.3312,0.0000,0.1014,0.1331,0.0000,0.1632,0.0000
2026-04-09 15:31:52,230,326.55,2.244355,104.458748,1231,25,0,5,0,230,121.00,-55.85,0.00,-33.60,-100.00,-45.00,110.00,77,49,58,131,452,11,99,85,92,106,71,0.0729,0.0000,0.0857,0.1134,0.3654,0.0000,0.0907,0.0000,0.1408,0.0000,0.1311
2026-04-09 15:44:53,231,57.45,2.244355,104.458748,752,20,0,10,0,231,68.85,-47.60,0.00,-28.80,-130.00,-45.00,60.00,50,26,31,91,251,9,78,59,54,47,56,0.0529,0.0479,0.0610,0.0799,0.2411,0.0515,0.0692,0.0946,0.1000,0.1137,0.0882
2026-04-09 16:07:20,232,344.47,2.235819,115.154778,1322,25,0,5,0,232,107.10,-55.23,0.00,-29.40,-110.00,-48.00,120.00,85,40,65,162,437,15,103,89,94,135,97,0.0835,0.0754,0.0000,0.1239,0.3199,0.0000,0.0978,0.1341,0.0000,0.1653,0.0000
2026-04-09 16:26:28,233,320.00,2.235819,115.154778,1112,24,0,6,0,233,98.35,-47.95,0.00,-35.40,-90.00,-45.00,110.00,71,37,44,104,398,10,105,76,85,99,83,0.0753,0.0664,0.0000,0.1141,0.3580,0.0000,0.0998,0.1293,0.0000,0.1572,0.0000
2026-04-09 16:49:37,234,558.90,2.235819,115.154778,1360,27,0,3,0,234,119.55,-51.05,0.00,-24.60,-80.00,-45.00,160.00,79,42,60,148,467,18,127,99,106,121,93,0.0803,0.0713,0.0000,0.1229,0.3448,0.0000,0.0949,0.1269,0.0000,0.1589,0.0000
2026-04-09 17:01:12,235,55.08,2.235819,115.154778,649,20,0,10,0,235,63.35,-42.28,0.00,-21.00,-100.00,-45.00,50.00,42,24,28,72,233,9,54,47,47,59,34,0.0794,0.0697,0.0000,0.1179,0.3383,0.0000,0.0980,0.1365,0.0000,0.1602,0.0000
2026-04-09 17:22:46,236,339.05,2.221471,111.613716,1278,25,0,5,0,236,113.20,-50.35,0.00,-28.80,-90.00,-45.00,110.00,78,52,57,142,450,14,104,86,97,108,90,0.0820,0.0718,0.0000,0.1247,0.3257,0.0000,0.0981,0.1339,0.0000,0.1638,0.0000
2026-04-09 17:43:58,237,365.60,2.221471,111.613716,1259,24,0,6,0,237,102.25,-47.05,0.00,-24.60,-100.00,-45.00,120.00,87,46,51,127,441,14,110,85,100,119,79,0.0799,0.0000,0.0877,0.1182,0.3439,0.0000,0.0976,0.0000,0.1435,0.0000,0.1293
2026-04-09 18:06:06,238,440.75,2.221471,111.613716,1291,26,0,4,0,238,108.75,-59.40,0.00,-33.60,-130.00,-45.00,150.00,65,46,66,127,461,12,118,97,97,125,77,0.0794,0.0000,0.0876,0.1163,0.3435,0.0000,0.1031,0.0000,0.1419,0.0000,0.1282
2026-04-09 18:25:55,239,279.60,2.221471,111.613716,1171,25,0,5,0,239,95.00,-53.40,0.00,-27.00,-130.00,-45.00,110.00,90,37,52,109,412,15,102,95,105,87,67,0.0767,0.0668,0.0000,0.1138,0.3531,0.0000,0.0975,0.1306,0.0000,0.1615,0.0000
2026-04-09 23:44:35,237,314.30,0.000000,0.000000,984,22,0,7,0,237,81.80,-44.90,0.00,-27.60,-90.00,-45.00,110.00,78,28,41,103,339,10,87,78,74,72,74,0.0851,0.0000,0.0935,0.1237,0.3166,0.0000,0.1045,0.0000,0.1451,0.0000,0.1315
2026-04-10 00:10:13,238,388.50,0.000000,0.000000,1498,25,0,5,0,238,106.85,-55.75,0.00,-27.60,-110.00,-45.00,130.00,96,49,70,184,478,12,136,116,123,125,109,0.0567,0.0498,0.0609,0.0832,0.2327,0.0530,0.0682,0.0934,0.0991,0.1147,0.0884
2026-04-10 00:34:15,239,542.97,0.000000,0.000000,1415,26,0,4,0,239,135.50,-56.32,0.00,-31.20,-100.00,-45.00,160.00,97,43,58,145,487,28,125,108,123,113,88,0.0872,0.0772,0.0000,0.1216,0.3122,0.0000,0.1028,0.1362,0.0000,0.1628,0.0000
2026-04-10 00:54:26,240,493.65,2.213183,115.835129,1180,24,0,4,0,240,106.35,-49.50,0.00,-28.20,-90.00,-45.00,150.00,78,24,65,126,435,7,93,73,96,112,71,0.0799,0.0722,0.0000,0.1224,0.3361,0.0000,0.0892,0.1344,0.0000,0.1658,0.0000
2026-04-10 01:11:25,241,203.93,2.213183,115.835129,978,21,0,9,0,241,84.35,-47.83,0.00,-27.60,-120.00,-45.00,90.00,60,30,48,87,348,8,88,81,78,85,65,0.0785,0.0658,0.0000,0.1195,0.3580,0.0000,0.0956,0.1300,0.0000,0.1526,0.0000
2026-04-10 01:28:13,242,185.43,2.213183,115.835129,1008,21,0,8,0,242,82.15,-45.93,0.00,-25.80,-100.00,-45.00,80.00,70,31,45,100,398,11,89,58,63,82,61,0.0727,0.0000,0.0813,0.1090,0.3795,0.0000,0.0970,0.0000,0.1378,0.0000,0.1227
2026-04-10 01:48:38,243,297.48,2.213183,115.835129,1210,24,0,6,0,243,102.50,-50.03,0.00,-30.00,-120.00,-45.00,110.00,84,45,51,119,445,7,108,81,99,92,79,0.0567,0.0490,0.0597,0.0835,0.2373,0.0518,0.0667,0.0938,0.0997,0.1148,0.0870
2026-04-10 02:11:57,244,333.60,2.197891,93.708076,1376,26,0,4,0,244,123.20,-58.00,0.00,-36.60,-130.00,-45.00,120.00,84,34,62,175,490,10,112,87,101,123,98,0.0754,0.0638,0.0000,0.1144,0.3705,0.0000,0.0987,0.1248,0.0000,0.1523,0.0000
2026-04-10 02:34:11,245,383.50,2.197891,93.708076,1333,26,0,4,0,245,107.20,-46.90,0.00,-31.80,-80.00,-45.00,120.00,94,38,58,121,525,9,116,95,103,101,73,0.0709,0.0000,0.0780,0.1100,0.3927,0.0000,0.0875,0.0000,0.1365,0.0000,0.1243
2026-04-10 02:48:15,246,240.43,2.197891,93.708076,818,19,0,10,0,246,69.70,-44.27,0.00,-30.00,-110.00,-45.00,100.00,52,26,41,86,312,5,63,63,49,62,59,0.0834,0.0697,0.0000,0.1203,0.3362,0.0000,0.0987,0.1362,0.0000,0.1555,0.0000
2026-04-10 03:00:10,247,223.38,2.197891,93.708076,664,21,0,9,0,247,66.55,-44.17,0.00,-24.00,-130.00,-45.00,100.00,37,19,27,67,254,3,63,44,50,62,38,0.0479,0.0399,0.0530,0.0768,0.3019,0.0422,0.0617,0.0862,0.0977,0.1075,0.0852
2026-04-10 03:20:39,248,496.10,2.178658,129.244461,1205,25,0,5,0,248,109.95,-48.85,0.00,-30.00,-90.00,-45.00,150.00,81,42,46,132,437,15,94,85,92,102,79,0.0875,0.0750,0.0000,0.1274,0.3170,0.0000,0.0954,0.1355,0.0000,0.1621,0.0000
2026-04-10 03:42:35,249,259.55,2.178658,129.244461,1332,24,0,6,0,249,96.60,-53.25,0.00,-28.80,-110.00,-45.00,100.00,95,43,61,117,531,10,115,85,96,104,75,0.0715,0.0000,0.0776,0.1088,0.3927,0.0000,0.0951,0.0000,0.1347,0.0000,0.1196
2026-04-10 04:02:25,250,329.52,2.178658,129.244461,1184,25,0,5,0,250,102.15,-50.63,0.00,-27.00,-90.00,-45.00,110.00,79,37,46,131,468,4,100,84,79,86,70,0.0577,0.0474,0.0585,0.0846,0.2471,0.0502,0.0690,0.0909,0.0988,0.1097,0.0859
2026-04-10 04:23:37,251,357.87,2.178658,129.244461,1256,26,0,4,0,251,101.85,-55.37,0.00,-33.60,-130.00,-45.00,130.00,91,35,39,130,470,9,115,93,93,95,86,0.0757,0.0000,0.0799,0.1140,0.3743,0.0000,0.0956,0.0000,0.1376,0.0000,0.1229
2026-04-10 04:37:35,252,178.93,2.165947,104.480286,778,22,0,8,0,252,92.95,-45.62,0.00,-23.40,-120.00,-45.00,80.00,35,24,21,76,297,11,77,65,51,63,58,0.0680,0.0543,0.0000,0.1066,0.4206,0.0000,0.0924,0.1165,0.0000,0.1415,0.0000
2026-04-10 04:57:40,253,362.75,2.165947,104.480286,1219,23,0,6,0,253,86.80,-46.85,0.00,-25.20,-90.00,-42.00,120.00,78,29,56,123,506,12,102,72,76,94,71,0.0848,0.0672,0.0000,0.1262,0.3480,0.0000,0.0948,0.1286,0.0000,0.1504,0.0000
2026-04-10 05:13:16,254,188.65,2.165947,104.480286,907,22,0,7,0,254,75.40,-50.55,0.00,-31.20,-120.00,-45.00,90.00,52,36,35,74,373,8,76,57,74,71,51,0.0526,0.0415,0.0551,0.0797,0.2871,0.0447,0.0702,0.0854,0.0975,0.1019,0.0843
